,noncountry,geopy
1313,Northbrook,"Northbrook, Northfield Township, Cook County, Illinois, United States"
1314,Westfield,"Westfield, Hampden County, Massachusetts, United States"
1315,Veraguas,"Veraguas, Panama"
1316,Saugatuck,"Saugatuck, Allegan County, Michigan, 49453, United States"
1317,"Michigan Avenue, 20 North","20, Michigan Avenue, Pisgah View, West Asheville, Asheville, Buncombe County, North Carolina, 28806, United States"
1318,Turkestan,"Turkestan, Turkistan, Turkistan Region, 161200, Kazakhstan"
1319,River Edge,"River Edge, Bergen County, New Jersey, 07661, United States"
1320,Bend,"Bend, Deschutes County, Oregon, United States"
1321,Faenza,"Faenza, Unione della Romagna Faentina, Ravenna, Emilia-Romagna, 48018, Italy"
1322,Mogadore,"Mogadore, Summit County, Ohio, United States"
1323,Caen,"Caen, Calvados, Normandy, Metropolitan France, 14000, France"
1324,Fayetteville,"Fayetteville, Washington County, Arkansas, United States"
1325,Mühlau,"Mühlau, Burgstädt, Mittelsachsen, Saxony, 09241, Germany"
1326,Columbus,"Columbus, Franklin County, Ohio, United States"
1327,Canton,"Canton, Stark County, Ohio, United States"
1328,Cyclades,"Cyclades, Φηρών - Μεσαριάς, Karterados, Thira Municipal Unit, Municipality of Thira, Thira Regional Unit, South Aegean, Aegean, 847 00, Greece"
1329,Long Branch,"Long Branch, Monmouth County, New Jersey, 07740, United States"
1330,Strasburg,"Strasbourg, Bas-Rhin, Grand Est, Metropolitan France, France"
1331,Cairo,"Cairo, Egypt"
1332,Bihar,"Bihar, India"
1333,New Bedford,"New Bedford, Bristol County, Massachusetts, United States"
1334,Kathmandu Valley,"Kathmandu Valley, Lalitpur, Bagamati Province, Nepal"
1335,Himachal Pradesh,"Himachal Pradesh, India"
1336,San Diego,"San Diego, San Diego County, California, United States"
1337,West Bengal,"West Bengal, India"
1338,Sheikh-'Ibada,"Al Sheikh Ibada, Al Minya, Egypt"
1339,Alta Verapaz department,"Avenida Alta Verapaz, Santa Faz, Jocotales, Chinautla, Guatemala Department, 01006, Guatemala"
1340,Poughkeepsie,"City of Poughkeepsie, Dutchess County, New York, 12601, United States"
1341,Edgerton,"Edgerton, Pipestone County, Minnesota, 56128, United States"
1342,Erie,"Erie, Erie County, Pennsylvania, United States"
1343,Manchester,"Manchester, Greater Manchester, England, United Kingdom"
1344,Granada,"Granada, Comarca de la Vega de Granada, Granada, Andalusia, Spain"
1345,Reggio di Calabria,"Reggio Calabria, Calabria, Italy"
1346,Derbyshire,"Derbyshire, East Midlands, England, United Kingdom"
1347,Tulsa,"Tulsa, Tulsa County, Oklahoma, United States"
1348,Zoar,"Zoar, Tuscarawas County, Ohio, 44697, United States"
1349,North Carolina,"North Carolina, United States"
1350,Pilchuck Glass School,"Pilchuck Glass School, 240, 2nd Avenue South, West Edge, First Hill, Seattle, King County, Washington, 98104, United States"
1351,Morris Plains,"Morris Plains, Morris County, New Jersey, United States"
1352,Xi Hu,"XI, Egyetem sugárút, Nagyerdő, Debrecen, Debreceni járás, Hajdú-Bihar, North Great Plain, Great Plain and North, 4032, Hungary"
1353,Pomona,"Pomona, Los Angeles County, California, United States"
1354,Hillsborough,"Hillsborough County, Florida, United States"
1355,Sèvres,"Sèvres, Boulogne-Billancourt, Hauts-de-Seine, Metropolitan France, 92310, France"
1356,Barcelona,"Barcelona, Barcelonès, Barcelona, Catalonia, Spain"
1357,Saxony,"Saxony, Germany"
1358,Albuquerque,"Albuquerque, Bernalillo County, New Mexico, United States"
1359,Cook County,"Cook County, Illinois, United States"
1360,Ikere,"Ikere, Ekiti State, Nigeria"
1361,Albany,"City of Albany, Albany County, New York, United States"
1362,Hyde Park,"Hyde Park, North Carriage Drive, Marylebone, London, Greater London, England, W2 2ET, United Kingdom"
1363,Singaraja,"Singaraja, Buleleng, Bali, Lesser Sunda Islands, 81151, Indonesia"
1364,Bologna,"Bologna, Emilia-Romagna, Italy"
1365,District of Columbia,"District of Columbia, United States"
1366,Jahangirabad,"Jahangirabad, دهستان زرین دشت, بخش مرکزی, Darreh Shahr County, Ilam Province, Iran"
1367,South Asia,"United World College of South East Asia (Dover), 1207, Dover Road, Rochester Hill, Queenstown, Southwest, Singapore, 139654, Singapore"
1368,"Michigan Avenue, 400 North","Ghirardelli's, 400, North Michigan Avenue, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States"
1369,Ansbach,"Ansbach, Bavaria, 91522, Germany"
1370,Budapest,"Budapest, Central Hungary, Hungary"
1371,Atlantic City,"Atlantic City, Atlantic County, New Jersey, United States"
1372,"Stony Island Avenue, 7400 South","7400, South Stony Island Avenue, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States"
1373,Gulf of Mexico,Gulf of Mexico
1374,Shanxi,"Shanxi, China"
1375,Brescia province,"Brescia, Uchumayo, Comas, Province of Lima, Lima Metropolitan Area, Lima, 15312, Peru"
1376,Alsace,"Alsace, Los Angeles County, California, United States"
1377,Northern Spain,"Spain Place, Darwin City, Darwin, City of Darwin, Northern Territory, 0800, Australia"
1378,Swadlincote,"Swadlincote, South Derbyshire, Derbyshire, East Midlands, England, DE11 0AG, United Kingdom"
1379,Kyoto,"Kyoto, Kyoto Prefecture, Japan"
1380,Alaska,"Alaska, United States"
1381,Saint Ives,"Saint Ives, Westchester, Chesterfield County, Virginia, 23113, United States"
1382,Alabama,"Alabama, United States"
1383,Sevilla province,"Sevilla, Bohol, Central Visayas, Philippines"
1384,Vitebsk,"Vitsebsk, Vitsebsk Region, Belarus"
1385,New Haven,"New Haven, South Central Connecticut Planning Region, Connecticut, United States"
1386,Hindon,"Hindon, Wiltshire, England, United Kingdom"
1387,Mainz,"Mainz, Rhineland-Palatinate, Germany"
1388,Sandwich,"Sandwich, Dover, Kent, England, United Kingdom"
1389,Marshfield,"Marshfield, Wood County, Wisconsin, United States"
1390,"Sanders Road, 2215","2215, Sanders Road, Riverwoods, Lake County, Illinois, 60015, United States"
1391,Pueblo of Acoma,"Pueblo of Acoma Historical Marker, Acoma Pueblo, Cibola County, New Mexico, United States"
1392,Angers,"Angers, Maine-et-Loire, Pays de la Loire, Metropolitan France, France"
1393,Fountains Abbey,"Fountains Abbey, Fountains Lane, Markington with Wallerthwaite, Ripon, North Yorkshire, York and North Yorkshire, England, HG4 3DY, United Kingdom"
1394,Marin County,"Marin County, California, United States"
1395,Scandinavia,"Scandinavia, Waupaca County, Wisconsin, United States"
1396,Jemez Pueblo,"Jemez Pueblo, Sandoval County, New Mexico, United States"
1397,West Virginia,"West Virginia, United States"
1398,Wien state,"Wien, Gschwall, Inzell, Landkreis Traunstein, Bavaria, 83334, Germany"
1399,Carlisle,"Carlisle, Cumberland, England, United Kingdom"
1400,"Michigan Avenue, 360 North","360, Michigan Avenue, Sunset Park, Wilmington, New Hanover County, North Carolina, 28401, United States"
1401,Montelupo Fiorentino,"Montelupo Fiorentino, Unione dei Comuni Circondario dell'Empolese Valdelsa, Florence, Tuscany, Italy"
1402,Long Island,"Long Island, New York, United States"
1403,Berea,"Berea, Cuyahoga County, Ohio, 44017, United States"
1404,Saxony-Anhalt,"Saxony-Anhalt, Germany"
1405,Bali,"Bali, Lesser Sunda Islands, Indonesia"
1406,Des Moines,"Des Moines, Polk County, Iowa, United States"
1407,Surakarta,"Surakarta, Kecamatan Pasar Kliwon, Central Java, Java, Indonesia"
1408,Mathura,"Mathura, Uttar Pradesh, 281001, India"
1409,Kittery Point,"Kittery Point, Kittery, York County, Maine, 03905, United States"
1410,San Francisco,"San Francisco, California, United States"
1411,Acropolis,"Acropolis, Παναθηναίων, Αστεροσκοπείο, Anafiotika, Πετράλωνα, 3rd District of Athens, Athens, Municipality of Athens, Regional Unit of Central Athens, Attica, 105 55, Greece"
1412,Korean Peninsula,"Korean Peninsula, South Korea"
1413,Cobridge,"Cobridge, Sneyd Green, Burslem, Stoke-on-Trent, England, ST1 5JY, United Kingdom"
1414,Cranbrook Academy of Art,"Cranbrook Academy of Art, Academy Way, Bloomfield Hills, Oakland County, Michigan, 48304, United States"
1415,Vicenza,"Vicenza, Veneto, Italy"
1416,Cambridge,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom"
1417,Caucasus Mountains,"Caucasus Mountains, Chalisopeli, Dusheti Municipality, Mtskheta-Mtianeti, Georgia"
1418,Southern Illinois,"Southern Illinois University Carbondale, 1263, Lincoln Drive, Lake Shore Drive Area, Carbondale, Jackson County, Illinois, 62901, United States"
1419,Ankara,"Ankara, Çankaya, Ankara, Central Anatolia Region, 06420, Turkey"
1420,Prague,"Prague, obvod Praha 4, Capital City of Prague, Prague, Czechia"
1421,East Orange,"East Orange, Essex County, New Jersey, United States"
1422,"Lake Shore Drive, 1300 South","1300, Legion Road, Blackville, Barnwell County, South Carolina, 29817, United States"
1423,Jiangxi,"Jiangxi, China"
1424,Bridgeton,"Bridgeton, Saint Louis County, Missouri, 63044, United States"
1425,Williams Bay,"Williams Bay, Walworth County, Wisconsin, 53191, United States"
1426,Urbania,"Urbania, Pesaro e Urbino, 61049, Italy"
1427,Isfahan,"Isfahan, بخش مرکزی شهرستان اصفهان, Isfahan County, Isfahan Province, Iran"
1428,Dinant,"Dinant, Namur, Wallonia, Belgium"
1429,United States Capitol,"United States Capitol, Capitol/Cannon House Tunnel, Ward 6, Washington, District of Columbia, 20004, United States"
1430,Venezia province,"Venezia-Eggenspitz-Kette (SOIUSA), South Tyrol, Trentino – Alto Adige/Südtirol, Italy"
1431,Nantucket Island,"Nantucket Island, Nantucket, Massachusetts, United States"
1432,"Washington Street, 59 West","59, Washington Street, East Dedham, West Roxbury, Dedham, Norfolk County, Massachusetts, 02026, United States"
1433,Mobile,"Mobile, Mobile County, Alabama, United States"
1434,Nagapattinam,"Nagapattinam District, Tamil Nadu, India"
1435,Beauvais,"Beauvais, Oise, Hauts-de-France, Metropolitan France, 60000, France"
1436,Roselle,"Roselle, DuPage County, Illinois, United States"
1437,West Germany,"West, Frankfurt, Hesse, Germany"
1438,Nunavut,"Nunavut, Canada"
1439,Bath,"Bath, Bath and North East Somerset, West of England, England, United Kingdom"
1440,Chard,"Chard, Aubusson, Creuse, Nouvelle-Aquitaine, Metropolitan France, 23700, France"
1441,Chicago Yacht Club,"Chicago Yacht Club, 300, West Belmont Avenue, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60657, United States"
1442,Swinton,"Swinton, Salford, Greater Manchester, England, M27 0WN, United Kingdom"
1443,Ariel,"Ariel, Area C, Judea and Samaria, Palestinian Territory"
1444,Northern Germany,"Germany Street, Deparo, Zone 15, Caybiga, District 1, Caloocan, Northern Manila District, Metro Manila, 1421, Philippines"
1445,Tournai,"Tournai, Tournai-Mouscron, Hainaut, Wallonia, Belgium"
1446,Oshkosh,"Oshkosh, Winnebago County, Wisconsin, United States"
1447,Swaziland,Eswatini
1448,Sioux Falls,"Sioux Falls, Sioux Falls Township, Minnehaha County, South Dakota, United States"
1449,Bow,"Bow, London Borough of Tower Hamlets, London, Greater London, England, E3 2DS, United Kingdom"
1450,East Sussex,"East Sussex, England, United Kingdom"
1451,Venetian Republic,"Venetian Palace, Sinan Paşa Sokak, Famagusta Within the Walls, Suriçi, Famagusta, Gazimağusa Belediyesi, Gazimağusa District, Northern Cyprus, 99450, Cyprus"
1452,Dwight,"Dwight, Livingston County, Illinois, United States"
1453,Dornburg,"Dornburg, Landkreis Limburg-Weilburg, Hesse, 65599, Germany"
1454,Artesia,"Artesia, Los Angeles County, California, 90703, United States"
1455,Central Park,"Central Park, New York County, New York, United States"
1456,Darmstadt,"Darmstadt, Hesse, Germany"
1457,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia"
1458,Coromandel Coast,"Coromandel Lane, Varsity Lakes, Gold Coast City, Queensland, 4227, Australia"
1459,Lenox,"Lenox, Taylor County, Iowa, 50851, United States"
1460,Lake Koshkonong,"Lake Koshkonong, Town of Sumner, Jefferson County, Wisconsin, United States"
1461,Center Lovell,"Center Lovell, Lovell, Oxford County, Maine, 04051, United States"
1462,Wokingham,"Borough of Wokingham, England, United Kingdom"
1463,Skokie,"Skokie, Niles Township, Cook County, Illinois, United States"
1464,Silesia,"Silesia, Carbon County, Montana, United States"
1465,Bukhara,"Bukhara, Bukhara Region, Uzbekistan"
1466,New Paltz,"Town of New Paltz, Ulster County, New York, 12561, United States"
1467,Gwynedd,"Gwynedd, Wales, United Kingdom"
1468,Park Avenue,"Park Avenue, Murray Hill, Manhattan Community Board 6, Manhattan, New York County, New York, 10037, United States"
1469,Saint Louis,"St. Louis, Missouri, United States"
1470,Nestórion,"Nestorion, 8, Πεντέλης, Amfithea, Palaio Faliro, Municipality of Palaio Faliro, Regional Unit of South Athens, Attica, 175 64, Greece"
1471,Saint-Louis-lès-Bitche,"Saint-Louis-lès-Bitche, Sarreguemines, Moselle, Grand Est, Metropolitan France, 57620, France"
1472,Antwerp,"Antwerp, Flanders, Belgium"
1473,Usak,"Uşak, Aegean Region, Turkey"
1474,"East Avenue, 504 North","504, East Avenue, Panola Heights, Tarboro, Edgecombe County, North Carolina, 27886, United States"
1475,Eastern Mediterranean Region,"Eastern Mediterranean Manning Agency, A. Mabini Street, Barangay 701, Malate, Fifth District, Manila, Capital District, Metro Manila, 1004, Philippines"
1476,Delavan Lake,"Delavan Lake, Town of Delavan, Walworth County, Wisconsin, United States"
1477,Damascus,"Damascus, Ancient City of Damascus Municipality, Damascus Subdistrict, Damascus District, Damascus Governorate, Syria"
1478,Tacoma,"Tacoma, Pierce County, Washington, United States"
1479,Cologne,"Cologne, North Rhine-Westphalia, Germany"
1480,Los Angeles,"Los Angeles, Los Angeles County, California, United States"
1481,Catalonia,"Catalonia, Spain"
1482,Sigacik,"Sığacık Kalesi, Liman Caddesi, Sığacık Mahallesi, Seferihisar, Izmir, Aegean Region, 35460, Turkey"
1483,Skíros,"Skyros Municipality, Euboea Regional Unit, Central Greece, Thessaly and Central Greece, 340 07, Greece"
1484,Southern India,"Survey Of India - Southern Zone, Madiwala, Bangalore South, Bengaluru Urban, Karnataka, 560034, India"
1485,Vincennes,"Vincennes, Nogent-sur-Marne, Val-de-Marne, Metropolitan France, 94300, France"
1486,Attu Island,"Attu Island, Unorganized Borough, Alaska, United States"
1487,Quezaltenango,"Quezaltenango, Residencial América, Cordoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5012, Argentina"
1488,"Michigan Avenue, 224 South","224, Michigan Avenue, South Beach, Miami Beach, Miami-Dade County, Florida, 33139, United States"
1489,Buffalo,"Buffalo, Erie County, New York, United States"
1490,Wisconsin,"Wisconsin, United States"
1491,Vulci,"Vulci, Via Aurelia, Montalto di Castro, Viterbo, Lazio, Italy"
1492,Teschen,"Cieszyn, Cieszyn County, Silesian Voivodeship, 43-400, Poland"
1493,"Randolph Street, 100 West","100, Randolph Street, West Side, East Side, Charleston, Kanawha County, West Virginia, 25302, United States"
1494,Aegina,"Aegina, Perdika, Municipality of Aegina, Regional Unit of Islands, Attica, 180 10, Greece"
1495,Hainaut province,"Province de Hainaut - Site du Delta, Faubourg de Bertaimont, Mons, Hainaut, Wallonia, Belgium"
1496,Highland Park,"Highland Park, Lake County, Illinois, United States"
1497,Gotha,"Gotha, Landkreis Gotha, Thuringia, Germany"
1498,South Bend,"South Bend, Saint Joseph County, Indiana, United States"
1499,Thessaloníki,"Thessaloniki, Thessaloniki Municipal Unit, Municipality of Thessaloniki, Thessaloniki Regional Unit, Central Macedonia, Macedonia and Thrace, 546 26, Greece"
1500,Glendale,"Glendale, Los Angeles County, California, United States"
1501,Cuernavaca,"Cuernavaca, Morelos, Mexico"
1502,Hawaii,"Hawaii, United States"
1503,Bangkok,"Bangkok, Thailand"
1504,Regensburg,"Regensburg, Bavaria, Germany"
1505,Nyon,"Nyon, District de Nyon, Vaud, 1260, Switzerland"
1506,Riverside,"Riverside, Riverside County, California, United States"
1507,São Paulo,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Southeast Region, Brazil"
1508,Guna Yala,"Guna Yala, Panama"
1509,Shiprock,"Shiprock, Shiprock Agency, San Juan County, New Mexico, 87420, United States"
1510,"Lakeview Avenue, 2704 North","Lakeview Avenue, Winston-Salem, Forsyth County, North Carolina, 27110, United States"
1511,Patmos,"Patmos Municipality, Kalmynos Regional Unit, South Aegean, Aegean, 855 00, Greece"
1512,Carchi,"Carchi, Ecuador"
1513,Solingen,"Solingen, North Rhine-Westphalia, Germany"
1514,Czechoslovakia,"Czechoslovakia, Kardenweg, Mauthausen, Bezirk Perg, Upper Austria, 4310, Austria"
1515,Southbury,"Southbury, Naugatuck Valley Planning Region, Connecticut, 06488, United States"
1516,Tenochtitlan,"Tenochtitlán, Veracruz, Mexico"
1517,Kingston,"Kingston, Kingston and Saint Andrew Corporation, Surrey County, Jamaica"
1518,Alcora,"l'Alcora, l'Alcalatén, Castelló / Castellón, Valencian Community, 12110, Spain"
1519,Henderson,"Henderson County, Texas, United States"
1520,Ronchamp,"Ronchamp, Lure, Haute-Saône, Bourgogne – Franche-Comté, Metropolitan France, 70250, France"
1521,Jackson Hole,"Jackson Hole, Pope County, Illinois, United States"
1522,Petén department,"Petén, Sanguayabá, Palencia, Guatemala Department, Guatemala"
1523,Libertyville,"Libertyville, Jefferson County, Iowa, United States"
1524,"Pueblo of San Ildefonso, New Mexico","Pueblo of San Ildefonso Historical Marker, San Ildefonso Pueblo, Santa Fe County, New Mexico, United States"
1525,"Plymouth Court, 531 South","531, Plymouth Pass Court, Lexington, Lexington County, South Carolina, 29072, United States"
1526,Shropshire,"Shropshire (Ceremonial), England, United Kingdom"
1527,Castelli,"Château-la-Vallière, Chinon, Indre-et-Loire, Centre-Val de Loire, Metropolitan France, 37330, France"
1528,Long Beach,"Long Beach, Los Angeles County, California, United States"
1529,Miami,"Miami, Miami-Dade County, Florida, United States"
1530,Aprey,"Aprey, Langres, Haute-Marne, Grand Est, Metropolitan France, 52250, France"
1531,Midwest,"Midwest, Natrona County, Wyoming, United States"
1532,Minnesota,"Minnesota, United States"
1533,Mont-Saint-Michel,"Mont Saint-Michel, Terrasse de l'Abside, Le Mont-Saint-Michel, Avranches, Manche, Normandy, Metropolitan France, 50170, France"
1534,Central Europe,"Central Europe, Minsk World, Kastrychnitski District, Minsk, Belarus"
1535,Bolbec,"Bolbec, Le Havre, Seine-Maritime, Normandy, Metropolitan France, 76210, France"
1536,Kota,"Kota, Ladpura Tehsil, Kota, Rajasthan, 324001, India"
1537,Seo de Urgel,"la Seu d'Urgell, Alt Urgell, Lleida, Catalonia, Spain"
1538,Cracow,"Cracow, Banana Shire, Queensland, Australia"
1539,Nayarit state,"Nayarit, Barrio Tepetitlán, Predio de los Albertocos, Temamatla, State of Mexico, 56650, Mexico"
1540,Lowell,"Lowell, Middlesex County, Massachusetts, United States"
1541,El Paso,"El Paso, El Paso County, Texas, United States"
1542,Engelberg,"Engelberg, Obwalden, Switzerland"
1543,Coraopolis,"Coraopolis, Allegheny County, Pennsylvania, 15108, United States"
1544,Versailles,"Versailles, Yvelines, Metropolitan France, 78000, France"
1545,Taunton,"Taunton, Somerset, England, TA1 1JD, United Kingdom"
1546,Kentucky,"Kentucky, United States"
1547,East Stoke,"East Stoke, Dorset, England, United Kingdom"
1548,Bladensburg,"Bladensburg, Prince George's County, Maryland, 20710, United States"
1549,Klodzko,"Kłodzko, Kłodzko County, Lower Silesian Voivodeship, Poland"
1550,Hanau,"Hanau, Main-Kinzig-Kreis, Hesse, Germany"
1551,Java,"Java, Indonesia"
1552,Raeren,"Raeren, Verviers, Liège, Wallonia, Belgium"
1553,Tuscany,"Tuscany, Italy"
1554,Warsaw,"Warsaw, Masovian Voivodeship, Poland"
1555,West Bend,"West Bend, Washington County, Wisconsin, United States"
1556,Yorkshire,"Yorkshire, England, United Kingdom"
1557,Lawrence,"Lawrence, Douglas County, Kansas, United States"
1558,Graz,"Graz, Styria, Austria"
1559,Stoke on Trent,"Stoke-on-Trent, England, United Kingdom"
1560,"Michigan Avenue, 540 North","540, Michigan Avenue, Westside, Atlantic City, Atlantic County, New Jersey, 08401, United States"
1561,"Ridge Road, 722","722, Ridge Road, Orange, South Central Connecticut Planning Region, Connecticut, 06477, United States"
1562,Moscow,"Moscow, Central Federal District, Russia"
1563,"Cannon Drive, 2430 North","Cannon Drive, Scarsdale Village, Durham, Durham County, North Carolina, 27705, United States"
1564,Kotzebue,"Kotzebue, Northwest Arctic Borough, Alaska, United States"
1565,San Antonio Aguas Calientes,"San Antonio Aguas Calientes, Sacatepéquez, 03015, Guatemala"
1566,Quimper,"Quimper, Finistère, Brittany, Metropolitan France, 29000, France"
1567,Stony Brook,"Stony Brook, Town of Brookhaven, Suffolk County, New York, United States"
1568,Waterford,"Waterford, County Waterford, Munster, Ireland"
1569,Mantua,"Mantua, Lombardy, Italy"
1570,Clichy,"Clichy, Arrondissement of Nanterre, Hauts-de-Seine, Metropolitan France, 92110, France"
1571,Colima state,"Colima, Colonia Jardines de Guadalupe, Nezahualcóyotl, State of Mexico, 55140, Mexico"
1572,Torrington,"Torrington, Northwest Hills Planning Region, Connecticut, 06790, United States"
1573,Bilston,"Bilston, Wolverhampton, West Midlands, England, WV14 6BY, United Kingdom"
1574,Isla de Janitzio,"Isla de Janitzio, Janitzio, Pátzcuaro, Michoacán, Mexico"
1575,Auburn,"Auburn, Lee County, Alabama, United States"
1576,Piñon,"Piñon, Otero County, New Mexico, 88344, United States"
1577,Jacksonville,"Jacksonville, Duval County, Florida, United States"
1578,"Cityfront Plaza, 450 North","450, North Cityfront Plaza Drive, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States"
1579,Tokyo,"Tokyo, Japan"
1580,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain"
1581,Colorado Springs,"Colorado Springs, El Paso County, Colorado, United States"
1582,Middle Atlantic,"Atlantic Entrance Range Middle, Carretera Simón Bolívar, Gatún, Cristóbal, Distrito de Colón, Colón, Panama"
1583,Kobe,"Kobe, Hyogo Prefecture, Japan"
1584,Uri canton,"Via Canton Uri, Mairengo, Faido, Circolo di Faido, Distretto di Leventina, Ticino, 6763, Switzerland"
1585,Kyushu,"Kyūshū, Japan"
1586,Valley Cottage,"Valley Cottage, Town of Clarkstown, Rockland County, New York, 10989, United States"
1587,Marches,"Marche, Italy"
1588,Saint-Louis,"St. Louis, Missouri, United States"
1589,Charleston,"Charleston, Charleston County, South Carolina, United States"
1590,Rhineland,"Municipality of Rhineland, Manitoba, R0G 1R0, Canada"
1591,"Michigan Avenue, 744 North","744, Michigan Avenue, North Bellport, Town of Brookhaven, Suffolk County, New York, 11713, United States"
1592,Colima,"Colima, Mexico"
1593,Newark,"Newark, Essex County, New Jersey, United States"
1594,Sicily,"Sicily, Italy"
1595,Chiang Mai province,"Chiang Mai Province, Thailand"
1596,Sawankhalok,"Sawankhalok, Thanon Charot Withi Thong, Sawankhalok, Nai Mueang, Sukhothai Province, 64110, Thailand"
1597,Connecticut,"Connecticut, United States"
1598,Santiago Atitlán,"Santiago Atitlán, Sololá, Guatemala"
1599,O'Hare International Airport,"O'Hare International Airport, 10000, East Old Higgins Road, Chicago, Elk Grove Township, Cook County, Illinois, 60666, United States"
1600,Penland,"Penland, Grayson County, Texas, United States"
1601,Mysia,"Mysia, Śródmieście Południowe, Midtown, Warsaw, Masovian Voivodeship, 00-496, Poland"
1602,Africa,Africa
1603,Madurai,"Madurai, Madurai South, Madurai, Tamil Nadu, India"
1604,Teotihuacán,"Teotihuacán, State of Mexico, Mexico"
1605,Burgundy,"Burgundy, Metropolitan France, France"
1606,Kansas City,"Kansas City, Jackson County, Missouri, United States"
1607,Venado Beach,"Playa Venado, San Bernardo del Viento, Costanera, Córdoba, RAP Caribe, Colombia"
1608,Cerro Blanco,"Cerro Blanco, Avenida Recoleta, Población San Cristóbal, Recoleta, Provincia de Santiago, Santiago Metropolitan Region, 8380552, Chile"
1609,Bavaria,"Bavaria, Germany"
1610,"Michigan Avenue, 220 South","220, Michigan Avenue, South Beach, Miami Beach, Miami-Dade County, Florida, 33139, United States"
1611,Lisle,"Lisle, Périgueux, Dordogne, Nouvelle-Aquitaine, Metropolitan France, 24350, France"
1612,Lake Geneva,"Lake Geneva, Upper Savoy, Auvergne-Rhône-Alpes, Metropolitan France, France"
1613,Umbria,"Umbria, Italy"
1614,Lisbon,"Lisbon, Portugal"
1615,Pacific Islands,"Snag Islands, Pacific County, Washington, United States"
1616,"Lawndale Avenue, 2620 South","2620, Lawndale Avenue, South Blue Valley, Kansas City, Jackson County, Missouri, 64127, United States"
1617,Buckingham Fountain,"Clarence Buckingham Memorial Fountain, 301, South Columbus Drive, Printer's Row, Loop, Chicago, Cook County, Illinois, 60605, United States"
1618,Midwest City,"Midwest City, Oklahoma County, Oklahoma, United States"
1619,Houston,"Houston, Harris County, Texas, United States"
1620,Mediterranean Region,"Mediterranean Region, Turkey"
1621,Mishima,"Mishima, Shizuoka Prefecture, Japan"
1622,New Orleans,"New Orleans, Orleans Parish, Louisiana, United States"
1623,Stirling,"Stirling, Stirlingshire, Scotland, FK8 2DD, United Kingdom"
1624,Franconia,"Franconia, Grafton County, New Hampshire, 03580, United States"
1625,Wrotham,"Wrotham, Tonbridge and Malling, Kent, England, United Kingdom"
1626,Palín,"Palín, District of Michalovce, Region of Košice, Eastern Slovakia, Slovakia"
1627,"Michigan Avenue, 18 South","18, Michigan Avenue, South Haven, Van Buren County, Michigan, 49090, United States"
1628,Conway,"Conway, Faulkner County, Arkansas, United States"
1629,Kerala,"Kerala, India"
1630,Nuremberg,"Nuremberg, Bavaria, Germany"
1631,Park Forest,"Park Forest, Rich Township, Cook County, Illinois, 60466, United States"
1632,Kashmir,"Kashmir, Sheo Tehsil, Barmer, Rajasthan, India"
1633,Puebla,"Puebla, Mexico"
1634,Nantucket,"Nantucket, Massachusetts, United States"
1635,Harper Woods,"Harper Woods, Wayne County, Michigan, 48225, United States"
1636,New Lebanon,"Town of New Lebanon, Columbia County, New York, United States"
1637,Mexico City,"Mexico City, Cuauhtémoc, Mexico City, Mexico"
1638,Valais canton,"Praça Cantão do Valais, Vila Ipiranga, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Metropolitan Region of Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, South Region, Brazil"
1639,Barrington,"Barrington, Barrington Township, Cook County, Illinois, United States"
1640,"Dearborn Street, 159-169 North","Dearborn Street, North Hills West Neighborhood Council District, Los Angeles, Los Angeles County, California, 91405, United States"
1641,Caracas,"Caracas, Parroquia Catedral, Municipio Libertador, Capital District, Venezuela"
1642,Keene,"Keene, Cheshire County, New Hampshire, United States"
1643,Bessarabia,"Bessarabia, 2, Nezalezhnosti Avenue, Centre, Izmail, Izmail Urban Hromada, Izmail Raion, Odesa Oblast, 68609, Ukraine"
1644,Lauenstein,"Lauenstein, Altenberg, Sächsische Schweiz-Osterzgebirge, Saxony, 01778, Germany"
1645,Middlebury,"Middlebury, Addison County, Vermont, United States"
1646,Western Iran,"Atafet Iran, Al Egezi, Tanta, Western, 31678, Egypt"
1647,Doune,"Doune, Stirling, Scotland, FK16 6BE, United Kingdom"
1648,Champaign,"Champaign, Champaign County, Illinois, United States"
1649,"Michigan Avenue, 430 South","430, Michigan Avenue, South Beach, Miami Beach, Miami-Dade County, Florida, 33139, United States"
1650,Ravinia,"Ravinia, Plain Center Township, Charles Mix County, South Dakota, United States"
1651,Jodhpur,"Jodhpur, Jodhpur Tehsil, Jodhpur, Rajasthan, India"
1652,Bloomington,"Bloomington, Monroe County, Indiana, United States"
1653,Caucasus,"Caucasus Mountains, Chalisopeli, Dusheti Municipality, Mtskheta-Mtianeti, Georgia"
